branch,category,subcategory,product_name,price,image_url,product_url
Askari 10 sector S Lahore,BAKERY,Buns,Mini Buns 6 Pcs,124,https://static.tossdown.com/images/7db0df95-4bed-47ef-adf8-d9b035b265db.webp,https://jalalsons.com.pk/product/mini-buns-6-pcs-92765
Askari 10 sector S Lahore,BAKERY,Brownies,Brownie Chocolate Chip,248,https://static.tossdown.com/images/9cb91ec2-3bae-453d-8ffb-a79a758ceea5.webp,https://jalalsons.com.pk/product/brownie-chocolate-chip-96445
Askari 10 sector S Lahore,BAKERY,Brownies,Tripple Choc Brownie,248,https://static.tossdown.com/images/ec5559ab-4b04-46b6-a052-d411c96bd95b.webp,https://jalalsons.com.pk/product/tripple-choc-brownie-96442
Askari 10 sector S Lahore,BAKERY,Brownies,Nutella Brownie,248,https://static.tossdown.com/images/50c911bf-8ad7-4e97-a167-085dcf0196b8.webp,https://jalalsons.com.pk/product/nutella-brownie-218205
Askari 10 sector S Lahore,BAKERY,Brownies,Nutella Caramel Brownie,248,https://static.tossdown.com/images/f02ad05c-5473-4fdc-92f5-ea6547327812.webp,https://jalalsons.com.pk/product/nutella-caramel-brownie-221029
Askari 10 sector S Lahore,BAKERY,Brownies,Nutella Cheese Brownie,248,https://static.tossdown.com/images/bc04b4b5-f5fb-4a1e-a380-74f0e97bb64b.webp,https://jalalsons.com.pk/product/nutella-cheese-brownie-221028
Askari 10 sector S Lahore,BAKERY,Brownies,American Walnut Brownie,248,https://static.tossdown.com/images/99b6d460-6ddb-45dc-aba6-9421bedd0bb6.webp,https://jalalsons.com.pk/product/american-walnut-brownie-111742
Askari 10 sector S Lahore,BAKERY,Brownies,Oreo Brownie,248,https://static.tossdown.com/images/f1a6e206-d06a-499a-b2e0-eadc7ec727eb.webp,https://jalalsons.com.pk/product/oreo-brownie-218206
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,JS Cashewnut Bitesize Khatai 250Gm,798,https://static.tossdown.com/images/a2b0b418-b7c0-4967-96e3-718dbf4d1bed.webp,https://jalalsons.com.pk/product/js-cashewnut-bitesize-khatai-250gm-421523
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,JS Pistachio Bitesize Khatai 250Gm,798,https://static.tossdown.com/images/ca4a8a5f-b101-4fda-8a3f-af3d8a468a67.webp,https://jalalsons.com.pk/product/js-pistachio-bitesize-khatai-250gm-421522
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,JS Almond Bitesize Khatai 250Gm,798,https://static.tossdown.com/images/dbe0ea57-9f04-4860-bf12-1c8d86644b81.webp,https://jalalsons.com.pk/product/js-almond-bitesize-khatai-250gm-421521
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,JS Coconut Macaroons,798,https://static.tossdown.com/images/1e678d4a-9129-4791-8ea9-ba0fe761cfd0.webp,https://jalalsons.com.pk/product/js-coconut-macaroons-421527
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,JS Almond Jam Cookies 250Gm,798,https://static.tossdown.com/images/53f95a8d-c272-415f-b32b-22e00bfc6a88.webp,https://jalalsons.com.pk/product/js-almond-jam-cookies-250gm-339127
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Premium Almond Macrons,798,https://static.tossdown.com/images/d1392272-509b-4d60-ad77-ebf47916c85c.webp,https://jalalsons.com.pk/product/premium-almond-macrons-96460
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Almond Nan Khatai 250Gm,798,https://static.tossdown.com/images/ecd4689f-e291-460f-bad5-f01ab010b517.webp,https://jalalsons.com.pk/product/almond-nan-khatai-250gm-295930
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Sugar Free Premium Butter Cookies 250G,798,https://static.tossdown.com/images/745f487f-2da1-467c-a5b9-2658db8df27d.webp,https://jalalsons.com.pk/product/sugar-free-premium-butter-cookies-250g-295553
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Premium Biscotti 250G,698,https://static.tossdown.com/images/0ccccaa4-8312-436f-94f9-4f17a847bd58.webp,https://jalalsons.com.pk/product/premium-biscotti-250g-236549
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Vanilla Icing,625,https://static.tossdown.com/images/bb67da7b-a604-4390-b053-b01c0570270f.webp,https://jalalsons.com.pk/product/vanilla-icing-337110
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Peanut Vanilla Biscuit,625,https://static.tossdown.com/images/0cb81eb4-0886-44e3-8f30-921627feea25.webp,https://jalalsons.com.pk/product/peanut-vanilla-biscuit-337109
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Chocolate Star,625,https://static.tossdown.com/images/70baff54-1d90-4367-b903-a675988fec8a.webp,https://jalalsons.com.pk/product/chocolate-star-111755
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Coffee Icing,625,https://static.tossdown.com/images/900fd5ab-b6fa-47cc-8688-700fd7a369e3.webp,https://jalalsons.com.pk/product/coffee-icing-337108
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Black Current Cookies,625,https://static.tossdown.com/images/23b98c1e-f592-40ed-889c-386b22b5e868.webp,https://jalalsons.com.pk/product/black-current-cookies-96454
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Orange Marmalade,625,https://static.tossdown.com/images/d0e3652e-bfca-4f91-af51-7cd0a227a073.webp,https://jalalsons.com.pk/product/orange-marmalade-263660
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Black Pepper Spicy Cookies,625,https://static.tossdown.com/images/a795e201-0e28-45d3-8c08-44430853bd5b.webp,https://jalalsons.com.pk/product/black-pepper-spicy-cookies-111750
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Peanut Honey Biscuit,625,https://static.tossdown.com/images/b88dcb02-0b50-4803-9f66-b7a2015e0e8c.webp,https://jalalsons.com.pk/product/peanut-honey-biscuit-263661
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Almond Biscuit,625,https://static.tossdown.com/images/047f45da-8422-4ea7-bb70-b107733546df.webp,https://jalalsons.com.pk/product/almond-biscuit-263654
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Choco Checks Biscuit,625,https://static.tossdown.com/images/96535f8b-7736-4939-b052-83c1f90fe59e.webp,https://jalalsons.com.pk/product/choco-checks-biscuit-263656
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Chocolate Crush Biscuit,625,https://static.tossdown.com/images/1d195244-3318-457d-a053-6fb0989a05af.webp,https://jalalsons.com.pk/product/chocolate-crush-biscuit-111754
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Chocolate Almond Biscuit(250 G),625,https://static.tossdown.com/images/c226ff52-5f31-4fa3-8649-294e14a70ac7.webp,https://jalalsons.com.pk/product/chocolate-almond-biscuit-111753
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Coconut Biscuit,625,https://static.tossdown.com/images/e72f404b-8c73-45cc-9b34-e7ad45b1e2cb.webp,https://jalalsons.com.pk/product/coconut-biscuit-96449
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Mix Fruit Cookies,625,https://static.tossdown.com/images/994a9c00-35ca-4a1c-98f1-40c5185ccd82.webp,https://jalalsons.com.pk/product/mix-fruit-cookies-96462
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Marble Chocolate Biscuit,625,https://static.tossdown.com/images/03d0e238-28da-4df7-b39d-d377f67f7b02.webp,https://jalalsons.com.pk/product/marble-chocolate-biscuit-111757
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Karela Biscuit,625,https://static.tossdown.com/images/842b764c-d4bd-4b1f-ac4b-6c2c728dbb0e.webp,https://jalalsons.com.pk/product/karela-biscuit-111756
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Candy Biscuit,625,https://static.tossdown.com/images/5487ea5e-3264-46fe-b980-f53c0f447734.webp,https://jalalsons.com.pk/product/candy-biscuit-111752
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Lemon Biscuit,625,https://static.tossdown.com/images/f90aacfc-3a66-4755-aaf0-d654bd7d08e6.webp,https://jalalsons.com.pk/product/lemon-biscuit-263658
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Alsi Biscuit,625,https://static.tossdown.com/images/d5b6c39d-797b-4af6-9c92-a69006d4f452.webp,https://jalalsons.com.pk/product/alsi-biscuit-337107
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Diet Chana Biscuit,625,https://static.tossdown.com/images/730980e4-0a7f-49de-af5e-1d4cfa678a93.webp,https://jalalsons.com.pk/product/diet-chana-biscuit-263657
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Kalvanji Biscuit,625,https://static.tossdown.com/images/c0cd5851-e350-4ee8-bee7-a89ea0c08064.webp,https://jalalsons.com.pk/product/kalvanji-biscuit-96452
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Sesame Biscuit,625,https://static.tossdown.com/images/4b0929a9-ab41-41ad-9abc-73ab1b32f116.webp,https://jalalsons.com.pk/product/sesame-biscuit-96450
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Zeera Biscuit,625,https://static.tossdown.com/images/e461a0ef-db8f-40b4-886f-bd436b8f9974.webp,https://jalalsons.com.pk/product/zeera-biscuit-96451
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Corn Flakes Cookies,625,https://static.tossdown.com/images/fe678089-ddbc-4821-8fbd-f26a31a07de4.webp,https://jalalsons.com.pk/product/corn-flakes-cookies-96458
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Ginger Biscuit,625,https://static.tossdown.com/images/fa8e528f-39cf-4b7a-a4ae-02f97707c05d.webp,https://jalalsons.com.pk/product/ginger-biscuit-96455
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Date Biscuit,625,https://static.tossdown.com/images/7ed829f9-3cf8-42a7-a779-d0cfc01ef9ff.webp,https://jalalsons.com.pk/product/date-biscuit-96457
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Almond Orange Biscuit,625,https://static.tossdown.com/images/bdc5c426-e70d-4427-8922-258ff77edb11.webp,https://jalalsons.com.pk/product/almond-orange-biscuit-263655
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Premium Mono Butter Cookies 1Kg,"2,498",https://static.tossdown.com/images/023f2040-7305-4b90-94f8-d7002c83abcf.jpg,https://jalalsons.com.pk/product/premium-mono-butter-cookies-1kg-190514
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Premium Mini Cookies 500G,"1,248",https://static.tossdown.com/images/78c8457b-7644-49bc-a5fa-8b1d3f2addb9.webp,https://jalalsons.com.pk/product/premium-mini-cookies-500g-245848
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Premium Khatai Almond 500g(500 G),"1,498",https://static.tossdown.com/images/dc8b09e6-6ed1-4ea9-bb91-184f40554fdf.webp,https://jalalsons.com.pk/product/premium-khatai-almond-500g-158695
Askari 10 sector S Lahore,BAKERY,Biscuits & Khatai,Premium Butter Cookies 500g(500 G),"1,248",https://static.tossdown.com/images/ac8f4b5a-761d-401b-a543-ac62b283f893.jpg,https://jalalsons.com.pk/product/premium-butter-cookies-500g-158693
Askari 10 sector S Lahore,BAKERY,Cakes,Three Milk Cake,"1,498",https://static.tossdown.com/images/a070821e-8601-436e-95ca-89e23850b1da.webp,https://jalalsons.com.pk/product/three-milk-cake-214899
Askari 10 sector S Lahore,BAKERY,Cakes,Dubai Chocolate Cake,"2,998",https://static.tossdown.com/images/6b465762-e9b3-4159-9514-6f02388123f6.webp,https://jalalsons.com.pk/product/dubai-chocolate-cake-431458
Askari 10 sector S Lahore,BAKERY,Cakes,Premium Oreo Cake | Cake Of The Month,"2,298",https://static.tossdown.com/images/38dbcb43-5e40-4d57-ac72-105eed4c184f.webp,https://jalalsons.com.pk/product/premium-oreo-cake-cake-of-the-month-430183
Askari 10 sector S Lahore,BAKERY,Cakes,Royal Toblerone Chocolate Cake,"2,998",https://static.tossdown.com/images/49a42978-bbbd-459c-b11c-5e4639864def.webp,https://jalalsons.com.pk/product/royal-toblerone-chocolate-cake-111765
Askari 10 sector S Lahore,BAKERY,Cakes,Premium Belgiun Chocolate Cake,"2,398",https://static.tossdown.com/images/515ef159-1e68-4d17-850c-263b2e14e5c2.webp,https://jalalsons.com.pk/product/premium-belgiun-chocolate-cake-339128
Askari 10 sector S Lahore,BAKERY,Cakes,Royal Ferrero Rocher Cake,"2,998",https://static.tossdown.com/images/3bcd01aa-ce33-4b61-9fc2-9b555656a1dd.webp,https://jalalsons.com.pk/product/royal-ferrero-rocher-cake-92793
Askari 10 sector S Lahore,BAKERY,Cakes,JS Chocolate Chess Mousse Cake,"2,998",https://static.tossdown.com/images/1567c882-accd-4fb4-9e6f-9a850f8293d0.webp,https://jalalsons.com.pk/product/js-chocolate-chess-mousse-cake-418255
Askari 10 sector S Lahore,BAKERY,Cakes,JS Tiramisu Mousse Cake,"2,998",https://static.tossdown.com/images/c2f0a1b7-266a-41be-a14f-35189aaa8704.webp,https://jalalsons.com.pk/product/js-tiramisu-mousse-cake-418254
Askari 10 sector S Lahore,BAKERY,Cakes,Classic Caramel Crunch Cake,"1,998",https://static.tossdown.com/images/12fdaf82-e802-4881-831c-7fa1ae9553c0.webp,https://jalalsons.com.pk/product/classic-caramel-crunch-cake-236441
Askari 10 sector S Lahore,BAKERY,Cakes,Classic Hazelnut Cake,"1,998",https://static.tossdown.com/images/940ae2ab-1ee7-4d00-8bcc-0213a4ad19e2.webp,https://jalalsons.com.pk/product/classic-hazelnut-cake-92820
Askari 10 sector S Lahore,BAKERY,Cakes,Classic Lemon Cake,"1,998",https://static.tossdown.com/images/ac628130-9757-488f-809e-77d21abd45f7.webp,https://jalalsons.com.pk/product/classic-lemon-cake-92794
Askari 10 sector S Lahore,BAKERY,Cakes,Classic Taiwa Choc Cake,"1,998",https://static.tossdown.com/images/0b68f3a9-79c3-421f-9ac7-07f8a7d528ae.webp,https://jalalsons.com.pk/product/classic-taiwa-choc-cake-92818
Askari 10 sector S Lahore,BAKERY,Cakes,Premium Nutella Milk Cake,"2,498",https://static.tossdown.com/images/ff2edd36-fcb1-4d67-94ca-51020baae4e6.webp,https://jalalsons.com.pk/product/premium-nutella-milk-cake-413841
Askari 10 sector S Lahore,BAKERY,Cakes,Premium Pistachio Milk Cake,"2,498",https://static.tossdown.com/images/fb512414-b8b0-40ce-a542-8fd679f97aa1.webp,https://jalalsons.com.pk/product/premium-pistachio-milk-cake-413840
Askari 10 sector S Lahore,BAKERY,Cakes,Premium Lotus Milk Cake,"2,498",https://static.tossdown.com/images/5e34381c-c78c-47b7-9955-074fbd3dbdd1.webp,https://jalalsons.com.pk/product/premium-lotus-milk-cake-413839
Askari 10 sector S Lahore,BAKERY,Cakes,Premium Lotus Cake,"2,498",https://static.tossdown.com/images/efe197bc-0e36-417e-aa11-3375e20d74a3.webp,https://jalalsons.com.pk/product/premium-lotus-cake-184831
Askari 10 sector S Lahore,BAKERY,Cakes,Premium Nutella Cake,"2,498",https://static.tossdown.com/images/20f64f29-fe88-4baa-86a6-a419cdba098e.webp,https://jalalsons.com.pk/product/premium-nutella-cake-205279
Askari 10 sector S Lahore,BAKERY,Cakes,Premium German Fudge Chocolate Cake,"2,498",https://static.tossdown.com/images/d54cbbfe-0e95-4a9d-bcf3-bb1d2e0e9720.webp,https://jalalsons.com.pk/product/premium-german-fudge-chocolate-cake-347963
Askari 10 sector S Lahore,BAKERY,Cakes,Premium Dairy Milk Cake,"2,198",https://static.tossdown.com/images/aa079ce6-2cc5-43df-a3ff-4b0eb0f50065.webp,https://jalalsons.com.pk/product/premium-dairy-milk-cake-176946
Askari 10 sector S Lahore,BAKERY,Cakes,Premium Kitkat Chocolate Cake,"2,398",https://static.tossdown.com/images/013475cc-b895-4347-beb5-908fd5bce850.webp,https://jalalsons.com.pk/product/premium-kitkat-chocolate-cake-184830
Askari 10 sector S Lahore,BAKERY,Cakes,Luxury Fudge Cake,"2,498",https://static.tossdown.com/images/25b7e44c-70cb-47c2-8b6b-e75da33f0f5a.webp,https://jalalsons.com.pk/product/luxury-fudge-cake-92795
Askari 10 sector S Lahore,BAKERY,Cakes,Luxury Mix Fruit Cake,"2,498",https://static.tossdown.com/images/3dff5435-9ed7-40b9-8bbc-574bc372bf80.webp,https://jalalsons.com.pk/product/luxury-mix-fruit-cake-111759
Askari 10 sector S Lahore,BAKERY,Cakes,Premium Red Velvet Cake,"1,998",https://static.tossdown.com/images/5275a123-08d3-47ed-9458-6a211cdd1dd2.webp,https://jalalsons.com.pk/product/premium-red-velvet-cake-176944
Askari 10 sector S Lahore,BAKERY,Cakes,Premium Butter Plain Cake,699,https://static.tossdown.com/images/8c3240e9-7b25-4665-8cb6-77b1184f42fc.webp,https://jalalsons.com.pk/product/premium-butter-plain-cake-243476
Askari 10 sector S Lahore,BAKERY,Cakes,Premium Butter Marble Cake,699,https://static.tossdown.com/images/d5140629-7e3a-4df3-a446-45902e733c14.webp,https://jalalsons.com.pk/product/premium-butter-marble-cake-92805
Askari 10 sector S Lahore,BAKERY,Cakes,Butter Banana Choco Chip Cake,699,https://static.tossdown.com/images/57046d30-7250-4632-a964-e8c24d9d2f39.webp,https://jalalsons.com.pk/product/butter-banana-choco-chip-cake-264356
Askari 10 sector S Lahore,BAKERY,Cakes,Premium Butter Fruit Cake,699,https://static.tossdown.com/images/e2abf9c0-e64e-4f9e-ab92-5f418bf2c888.webp,https://jalalsons.com.pk/product/premium-butter-fruit-cake-92824
Askari 10 sector S Lahore,BAKERY,Cake Rusk,Fruit Cake Rusk 250gm,698,https://static.tossdown.com/images/45c9a0b1-229d-4f24-abb4-837d98217d8a.webp,https://jalalsons.com.pk/product/fruit-cake-rusk-250gm-338108
Askari 10 sector S Lahore,BAKERY,Cake Rusk,Butter Cake Rusk 250gm,698,https://static.tossdown.com/images/b46a5b53-c397-46bb-91a3-ea28b9adfbef.webp,https://jalalsons.com.pk/product/butter-cake-rusk-250gm-185075
Askari 10 sector S Lahore,BAKERY,Cake Rusk,Mini Cake Rusk 500g,898,https://static.tossdown.com/images/a728f8a6-3dde-4c3c-9e2f-f662bf2ec9f1.webp,https://jalalsons.com.pk/product/mini-cake-rusk-500g-411254
Askari 10 sector S Lahore,BAKERY,Cake Rusk,Milky Cake Rusk - 500g,898,https://static.tossdown.com/images/78197e6d-65ae-4fc7-9c02-45bf94ad2d79.webp,https://jalalsons.com.pk/product/milky-cake-rusk-500g-185071
Askari 10 sector S Lahore,BAKERY,Cake Rusk,Bran Cake Rusk - 500g,898,https://static.tossdown.com/images/adc72ed6-b638-448a-b127-1251a047a878.webp,https://jalalsons.com.pk/product/bran-cake-rusk-500g-185070
Askari 10 sector S Lahore,BAKERY,Cake Rusk,Tea Cake Rusk 500g,898,https://static.tossdown.com/images/e90dd70c-4b03-46b0-b31b-0b6cbeec2b46.webp,https://jalalsons.com.pk/product/tea-cake-rusk-500g-185074
Askari 10 sector S Lahore,BAKERY,Cake Rusk,Sugar Free Cake Rusk 500g,898,https://static.tossdown.com/images/ef154332-96d5-47c9-bc4c-e0ac20e508e8.webp,https://jalalsons.com.pk/product/sugar-free-cake-rusk-500g-185073
Askari 10 sector S Lahore,BAKERY,Cake Rusk,Premium Butter Cake Rusk 450g,"1,248",https://static.tossdown.com/images/50b84992-483d-4a79-828f-cf0ec70da1a5.webp,https://jalalsons.com.pk/product/premium-butter-cake-rusk-450g-185072
Askari 10 sector S Lahore,BAKERY,Confectionery,Pistachio Milk Dessert,398,https://static.tossdown.com/images/feed1a7b-4df5-434c-b813-70bb08aedd75.webp,https://jalalsons.com.pk/product/pistachio-milk-dessert-413848
Askari 10 sector S Lahore,BAKERY,Confectionery,3 - Milk,398,https://static.tossdown.com/images/39ab36ce-a9c3-41a6-b92e-a677faa3891b.webp,https://jalalsons.com.pk/product/3-milk-187373
Askari 10 sector S Lahore,BAKERY,Confectionery,Lotus Dessert,398,https://static.tossdown.com/images/24cf2694-da43-48e4-9db4-c71be7ab8600.webp,https://jalalsons.com.pk/product/lotus-dessert-187375
Askari 10 sector S Lahore,BAKERY,Confectionery,Nutella,398,https://static.tossdown.com/images/d9a08e21-67bd-4e91-b366-97020fad3676.webp,https://jalalsons.com.pk/product/nutella-187372
Askari 10 sector S Lahore,BAKERY,Donuts & Cupcakes,Coconut Macaroon Cupcake,224,https://static.tossdown.com/logos/0205d388-4b43-4bef-aadd-c1f752702f9a.png,https://jalalsons.com.pk/product/coconut-macaroon-cupcake-431465
Askari 10 sector S Lahore,BAKERY,Donuts & Cupcakes,Roasted Almond Cucake,224,https://static.tossdown.com/logos/0205d388-4b43-4bef-aadd-c1f752702f9a.png,https://jalalsons.com.pk/product/roasted-almond-cucake-431464
Askari 10 sector S Lahore,BAKERY,Donuts & Cupcakes,Choco Lava Cupcake,224,https://static.tossdown.com/logos/0205d388-4b43-4bef-aadd-c1f752702f9a.png,https://jalalsons.com.pk/product/choco-lava-cupcake-431463
Askari 10 sector S Lahore,BAKERY,Donuts & Cupcakes,Premium Choco Fudge,223,https://static.tossdown.com/logos/0205d388-4b43-4bef-aadd-c1f752702f9a.png,https://jalalsons.com.pk/product/premium-choco-fudge-431462
Askari 10 sector S Lahore,BAKERY,Donuts & Cupcakes,Premium Oreo Cupcake,224,https://static.tossdown.com/logos/0205d388-4b43-4bef-aadd-c1f752702f9a.png,https://jalalsons.com.pk/product/premium-oreo-cupcake-431461
Askari 10 sector S Lahore,BAKERY,Donuts & Cupcakes,Premium Cadbury Cupcake,224,https://static.tossdown.com/logos/0205d388-4b43-4bef-aadd-c1f752702f9a.png,https://jalalsons.com.pk/product/premium-cadbury-cupcake-431460
Askari 10 sector S Lahore,BAKERY,Donuts & Cupcakes,Premium Pistachio Cup Cake,224,https://static.tossdown.com/images/a4d023f2-d118-44b6-a53f-9cd9d59301cd.webp,https://jalalsons.com.pk/product/premium-pistachio-cup-cake-431459
Askari 10 sector S Lahore,BAKERY,Donuts & Cupcakes,JS Double Chocolate Donut,198,https://static.tossdown.com/images/3ca8bdf7-fa3d-478d-aabe-8ce1dcc0646d.webp,https://jalalsons.com.pk/product/js-double-chocolate-donut-360556
Askari 10 sector S Lahore,BAKERY,Donuts & Cupcakes,JS Nutella Donut,198,https://static.tossdown.com/images/6f971652-e64b-476e-9560-08f0ad512c69.webp,https://jalalsons.com.pk/product/js-nutella-donut-360552
Askari 10 sector S Lahore,BAKERY,Donuts & Cupcakes,JS Lotus Donut,198,https://static.tossdown.com/images/75c0a268-fbfc-4b4b-80b3-2c0a7f864509.webp,https://jalalsons.com.pk/product/js-lotus-donut-360553
Askari 10 sector S Lahore,BAKERY,Donuts & Cupcakes,JS Plain Glaze Donut,198,https://static.tossdown.com/images/048bad30-6b87-4b66-9197-abce820d3140.webp,https://jalalsons.com.pk/product/js-plain-glaze-donut-360555
